LoginHour,SessionDuration,CommandsCount,FailedLogins,Protocol,TypingSpeed,Label
5,65,29,3,TOR,76,1
5,77,25,3,HTTPS,96,1
4,162,18,5,TOR,67,1
21,77,1,0,HTTPS,46,0
0,95,28,5,TOR,81,1
17,25,15,3,HTTPS,90,0
16,19,22,0,TOR,68,0
21,30,35,3,TOR,47,0
8,19,31,1,SSH,57,0
19,68,1,0,HTTPS,80,0
15,107,1,3,HTTPS,79,0
2,170,42,5,HTTPS,88,1
5,150,27,3,SSH,63,1
1,210,15,2,SSH,108,1
19,21,0,1,FTP,34,0
23,106,33,1,SSH,98,1
10,84,8,3,SSH,37,0
8,74,34,1,SSH,77,0
21,66,28,2,TOR,79,0
20,72,33,2,HTTPS,64,0
7,98,26,3,HTTPS,43,0
20,69,19,1,HTTPS,76,0
9,19,15,3,SSH,59,0
7,137,2,2,HTTPS,54,0
1,75,32,5,SSH,61,1
13,123,2,1,HTTPS,41,0
15,23,19,0,SSH,52,0
21,96,16,1,FTP,51,0
16,121,27,0,FTP,65,0
4,196,44,4,FTP,96,1
11,51,24,3,FTP,89,0
0,131,32,1,TOR,109,1
12,111,2,2,HTTPS,72,0
0,91,34,5,TOR,113,1
2,173,44,1,SSH,89,1
5,182,50,2,SSH,97,1
11,90,4,3,HTTPS,79,0
11,136,8,1,SSH,39,0
17,22,14,0,SSH,41,0
20,122,20,0,SSH,44,0
4,125,16,3,FTP,62,1
12,37,4,3,HTTPS,34,0
5,206,38,4,HTTPS,87,1
9,16,20,2,HTTPS,56,0
12,130,18,0,HTTPS,32,0
2,211,16,1,FTP,111,1
5,115,39,5,HTTPS,106,1
1,79,29,5,FTP,96,1
18,117,34,0,FTP,63,0
16,130,33,3,HTTPS,42,0
11,72,21,1,FTP,53,0
5,89,30,4,TOR,116,1
1,150,50,5,HTTPS,83,1
16,68,28,3,HTTPS,82,0
9,72,26,1,SSH,80,0
5,90,20,4,SSH,69,1
17,60,11,3,HTTPS,37,0
23,85,23,1,TOR,61,1
8,43,32,3,TOR,52,0
3,135,22,3,TOR,117,1
1,71,19,3,TOR,118,1
23,171,33,4,TOR,106,1
1,98,15,5,FTP,103,1
13,92,28,1,SSH,67,0
1,119,34,4,SSH,96,1
15,140,27,2,HTTPS,50,0
9,20,13,3,SSH,66,0
12,35,22,2,HTTPS,48,0
23,117,25,3,TOR,76,1
19,37,14,2,HTTPS,43,0
15,53,1,0,TOR,64,0
10,11,31,0,HTTPS,48,0
16,119,28,1,FTP,48,0
18,40,28,3,SSH,35,0
11,39,22,0,FTP,44,0
12,50,32,2,HTTPS,70,0
17,28,20,0,SSH,89,0
15,91,12,0,TOR,70,0
2,210,39,2,TOR,76,1
14,57,31,2,HTTPS,70,0
15,64,0,3,HTTPS,65,0
18,55,2,3,SSH,69,0
3,149,45,5,TOR,71,1
20,69,18,3,SSH,70,0
5,199,45,3,HTTPS,67,1
21,83,26,3,HTTPS,72,0
2,178,35,1,SSH,85,1
19,133,31,3,SSH,31,0
3,164,18,5,TOR,76,1
13,110,28,3,HTTPS,88,0
23,116,36,1,SSH,86,1
2,197,28,1,TOR,99,1
9,15,1,3,HTTPS,75,0
5,201,19,1,FTP,83,1
9,111,14,2,FTP,88,0
22,115,50,2,TOR,62,1
19,36,32,3,FTP,32,0
4,66,29,2,HTTPS,107,1
22,162,23,3,TOR,64,1
22,65,15,5,FTP,69,1
22,109,34,3,SSH,107,1
4,177,27,1,SSH,101,1
13,84,27,0,HTTPS,56,0
14,82,34,1,HTTPS,61,0
12,37,28,1,SSH,31,0
3,174,38,4,FTP,101,1
2,81,21,5,HTTPS,115,1
16,73,5,1,SSH,83,0
18,69,3,3,HTTPS,49,0
20,48,2,2,SSH,68,0
0,128,28,5,TOR,94,1
17,70,20,3,FTP,62,0
18,30,6,3,SSH,54,0
0,101,48,1,HTTPS,88,1
8,19,27,3,HTTPS,81,0
9,117,25,0,HTTPS,57,0
18,79,33,2,SSH,53,0
9,46,18,1,FTP,90,0
15,74,30,3,HTTPS,51,0
18,44,10,3,HTTPS,56,0
23,77,15,3,TOR,72,1
15,127,21,0,HTTPS,59,0
8,99,35,1,HTTPS,30,0
11,82,27,2,HTTPS,79,0
4,203,49,2,HTTPS,69,1
3,131,26,3,FTP,68,1
16,108,21,2,TOR,77,0
17,131,13,1,HTTPS,44,0
8,47,9,1,SSH,30,0
0,95,47,4,SSH,90,1
1,121,50,4,SSH,84,1
12,89,33,2,SSH,86,0
